Datetime,Resolution code,Offshore/onshore,Region,Grid connection type,Measured & Upscaled,Most recent forecast,Most recent P10,Most recent P90,Day Ahead 11AM forecast,Day Ahead 11AM P10,Day Ahead 11AM P90,Day-ahead 6PM forecast,Day-ahead 6PM P10,Day-ahead 6PM P90,Week-ahead forecast,Week-ahead P10,Week-ahead P90,Monitored capacity,Load factor,Decremental bid Indicator
18-01-2018 18:45,PT15M,Onshore,Flanders,Dso,118.59,192.38,58.5,335.78,338.15,178.89,496.24,336.38,178.99,492.95,484.41,209.19,745.95,990.66,0.12,''
18-01-2018 18:30,PT15M,Onshore,Wallonia,Dso,127.36,183.08,75.02,294.75,300.34,166.71,429.15,303.36,171.4,432.26,352.08,175.38,510.11,595.7,0.21,''
18-01-2018 18:30,PT15M,Offshore,Federal,Elia,261.62,552.18,395.39,708.96,758.28,614.82,870.89,756.09,618.99,872.24,557.08,425.53,659.84,877.2,0.3,''
18-01-2018 18:30,PT15M,Onshore,Wallonia,Elia,38.07,36.99,14.55,59.42,54.32,28.08,80.54,55.96,29.73,82.19,66.07,29.89,98.19,104.5,0.36,''
18-01-2018 18:30,PT15M,Onshore,Flanders,Dso,115.49,194.08,58.05,339.77,340.77,181.78,498.63,340.84,183.44,497.36,488.06,213.01,749.87,990.66,0.12,''
18-01-2018 18:30,PT15M,Onshore,Flanders,Elia,7.48,14.91,4.3,25.6,24.46,12.91,35.95,24.28,12.6,35.51,30.85,15.63,45.33,53.86,0.14,''
18-01-2018 18:15,PT15M,Onshore,Flanders,Elia,7.22,15.14,4.46,25.9,25.06,13.45,36.64,24.58,12.86,35.73,31.02,15.82,45.56,53.86,0.13,''
18-01-2018 18:15,PT15M,Onshore,Wallonia,Elia,39.39,34.42,12.05,56.78,54.48,28.32,80.63,55.17,29.06,81.29,66.37,30.38,98.24,104.5,0.38,''
18-01-2018 18:15,PT15M,Offshore,Federal,Elia,207.04,548.18,389.45,706.9,750.88,600.83,870.98,754.39,612.56,873.09,539.14,412.05,641.22,877.2,0.24,''
18-01-2018 18:15,PT15M,Onshore,Flanders,Dso,105.3,195.78,57.59,343.76,343.38,184.68,501.03,345.31,187.9,501.76,491.72,216.85,753.8,990.66,0.11,''
18-01-2018 18:15,PT15M,Onshore,Wallonia,Dso,113.82,182.34,73.81,294.84,300.94,168.37,428.96,306.08,174.88,433.84,354.89,179.04,511.27,595.7,0.19,''
18-01-2018 18:00,PT15M,Onshore,Wallonia,Dso,120.24,181.61,72.61,294.94,301.55,170.04,428.78,308.81,178.36,435.42,357.71,182.72,512.44,595.7,0.2,''
18-01-2018 18:00,PT15M,Onshore,Wallonia,Elia,21.41,31.85,9.55,54.14,54.64,28.57,80.72,54.39,28.39,80.39,66.68,30.87,98.28,104.5,0.2,''
18-01-2018 18:00,PT15M,Onshore,Flanders,Dso,98.17,197.49,57.14,347.75,346,187.56,503.43,349.77,192.34,506.17,495.37,220.67,757.72,990.66,0.1,''
18-01-2018 18:00,PT15M,Offshore,Federal,Elia,183.79,544.18,383.53,704.84,743.48,586.83,871.08,752.68,606.13,873.93,521.2,398.56,622.6,877.2,0.21,''
18-01-2018 18:00,PT15M,Onshore,Flanders,Elia,8.6,15.36,4.62,26.2,25.67,13.99,37.34,24.88,13.11,35.95,31.19,16.01,45.79,53.86,0.16,''
18-01-2018 17:45,PT15M,Onshore,Flanders,Dso,101.09,203.18,60.33,355.96,352.66,193.46,510.76,358.05,199.58,515.32,499.16,224.86,761.88,990.66,0.1,''
18-01-2018 17:45,PT15M,Offshore,Federal,Elia,257.47,560.3,401.6,718.07,742.62,582.95,871.52,752.86,603.43,874.49,506.84,386.88,609.31,877.2,0.29,''
18-01-2018 17:45,PT15M,Onshore,Flanders,Elia,13.73,15.94,5.37,26.61,26.18,14.56,37.8,25.5,13.74,36.46,31.29,16.14,45.97,53.86,0.25,''
18-01-2018 17:45,PT15M,Onshore,Wallonia,Elia,19.84,31.32,8.95,53.69,54.91,28.65,81.17,54.92,28.74,81.1,67.05,31.45,98.35,104.5,0.19,''
18-01-2018 17:45,PT15M,Onshore,Wallonia,Dso,116.2,182.87,73.22,297.31,304.07,172.97,431.01,313.19,182.97,439.37,360.44,186.6,513.63,595.7,0.2,''
18-01-2018 17:30,PT15M,Onshore,Wallonia,Dso,130.24,186.13,75.63,301.99,308.49,177.18,435.66,319.23,188.72,445.68,363.09,190.69,514.87,595.7,0.22,''
18-01-2018 17:30,PT15M,Onshore,Wallonia,Elia,17.73,32.84,10.26,55.43,55.28,28.57,81.98,56.78,30.12,83.43,67.46,32.12,98.44,104.5,0.17,''
18-01-2018 17:30,PT15M,Onshore,Flanders,Dso,126.76,212.87,67.17,368.39,363.37,202.37,523.03,370.13,209.6,529.2,503.09,229.43,766.3,990.66,0.13,''
18-01-2018 17:30,PT15M,Onshore,Flanders,Elia,20.84,16.87,6.71,27.13,26.59,15.16,38.02,26.42,14.74,37.25,31.34,16.22,46.12,53.86,0.39,''
18-01-2018 17:30,PT15M,Offshore,Federal,Elia,359.46,596.53,443.69,746.61,748.31,589.18,872.31,754.93,604.45,874.77,496.06,376.98,601.35,877.2,0.41,''
18-01-2018 17:15,PT15M,Onshore,Flanders,Dso,165.81,222.56,74.01,380.82,374.07,211.28,535.29,382.21,219.62,543.09,507.02,233.99,770.72,990.66,0.17,''
18-01-2018 17:15,PT15M,Offshore,Federal,Elia,417.55,632.76,485.77,775.14,754.01,595.41,873.09,757,605.47,875.05,485.28,367.09,593.39,877.2,0.48,''
18-01-2018 17:15,PT15M,Onshore,Flanders,Elia,20.5,17.8,8.05,27.65,26.99,15.76,38.23,27.34,15.75,38.05,31.39,16.29,46.26,53.86,0.38,''
18-01-2018 17:15,PT15M,Onshore,Wallonia,Elia,16.56,34.36,11.56,57.17,55.65,28.5,82.8,58.63,31.5,85.76,67.89,32.79,98.53,104.5,0.16,''
18-01-2018 17:15,PT15M,Onshore,Wallonia,Dso,161.08,189.39,78.05,306.65,312.91,181.39,440.3,325.27,194.47,451.98,365.73,194.79,516.11,595.7,0.27,''
18-01-2018 17:00,PT15M,Onshore,Wallonia,Elia,22.43,35.88,12.86,58.9,56.01,28.42,83.61,60.48,32.88,88.09,68.3,33.46,98.62,104.5,0.21,''
18-01-2018 17:00,PT15M,Onshore,Flanders,Elia,22.51,18.74,9.39,28.16,27.4,16.35,38.45,28.26,16.75,38.85,31.45,16.36,46.4,53.86,0.42,''
18-01-2018 17:00,PT15M,Onshore,Wallonia,Dso,177.71,192.65,80.46,311.32,317.33,185.59,444.95,331.31,200.21,458.29,368.37,198.89,517.34,595.7,0.3,''
18-01-2018 17:00,PT15M,Offshore,Federal,Elia,410.44,668.99,527.85,803.68,759.7,601.64,873.88,759.07,606.5,875.32,474.49,357.2,585.43,877.2,0.47,''
18-01-2018 17:00,PT15M,Onshore,Flanders,Dso,198.68,232.25,80.85,393.25,384.78,220.19,547.56,394.29,229.64,556.97,510.94,238.56,775.14,990.66,0.2,''
18-01-2018 16:45,PT15M,Onshore,Flanders,Elia,27.63,19.67,10.44,28.98,28.17,17.24,39.09,29.29,17.87,39.78,31.53,16.47,46.51,53.86,0.51,''
18-01-2018 16:45,PT15M,Offshore,Federal,Elia,455.2,684.62,546.84,815.61,763.58,606.12,874.5,761.47,608.66,875.67,465.1,348.18,578.52,877.2,0.52,''
18-01-2018 16:45,PT15M,Onshore,Wallonia,Dso,197.33,198.89,85,319.08,324.64,192.65,452.21,338.93,207.54,466,371.07,203.08,518.69,595.7,0.33,''
18-01-2018 16:45,PT15M,Onshore,Wallonia,Elia,31.53,36.36,13.45,59.28,57.12,28.87,84.53,62.21,33.94,89.89,68.7,34.15,98.73,104.5,0.3,''
18-01-2018 16:45,PT15M,Onshore,Flanders,Dso,245.55,246.55,91.76,410.68,399.94,231.96,565.87,410.7,242.54,576.62,514.95,243.3,779.35,990.66,0.25,''
18-01-2018 16:30,PT15M,Offshore,Federal,Elia,518.65,679.65,542.73,810.93,765.63,608.87,874.96,764.21,611.94,876.09,457.1,340.05,572.68,877.2,0.59,''
18-01-2018 16:30,PT15M,Onshore,Flanders,Elia,25.34,20.61,11.19,30.1,29.3,18.42,40.17,30.45,19.11,40.84,31.65,16.6,46.59,53.86,0.47,''
18-01-2018 16:30,PT15M,Onshore,Flanders,Dso,274.47,265.5,106.76,433.11,419.6,246.61,590.27,431.45,258.31,602.04,519.06,248.21,783.4,990.66,0.28,''
18-01-2018 16:30,PT15M,Onshore,Wallonia,Elia,38.13,35.8,13.33,58.28,58.95,29.85,85.56,63.81,34.7,91.15,69.08,34.86,98.88,104.5,0.36,''
18-01-2018 16:30,PT15M,Onshore,Wallonia,Dso,210.56,208.11,91.67,329.92,334.82,202.58,462.11,348.14,216.46,475.13,373.83,207.4,520.17,595.7,0.35,''
18-01-2018 16:15,PT15M,Offshore,Federal,Elia,634.12,674.68,538.63,806.26,767.69,611.61,875.42,766.95,615.23,876.5,449.09,331.92,566.83,877.2,0.72,''
18-01-2018 16:15,PT15M,Onshore,Wallonia,Elia,41.04,35.25,13.21,57.28,60.79,30.82,86.58,65.4,35.45,92.41,69.46,35.56,99.02,104.5,0.39,''
18-01-2018 16:15,PT15M,Onshore,Wallonia,Dso,229.05,217.32,98.34,340.76,345.01,212.5,471.99,357.35,225.38,484.25,376.58,211.7,521.63,595.7,0.38,''
18-01-2018 16:15,PT15M,Onshore,Flanders,Dso,308.59,284.43,121.76,455.52,439.24,261.25,614.66,452.19,274.09,627.47,523.16,253.12,787.44,990.66,0.31,''
18-01-2018 16:15,PT15M,Onshore,Flanders,Elia,25.48,21.54,11.94,31.22,30.43,19.6,41.25,31.6,20.34,41.91,31.76,16.72,46.68,53.86,0.47,''
18-01-2018 16:00,PT15M,Offshore,Federal,Elia,723.8,669.71,534.53,801.59,769.74,614.35,875.88,769.7,618.51,876.92,441.09,323.79,560.98,877.2,0.83,''
18-01-2018 16:00,PT15M,Onshore,Flanders,Elia,25.79,22.48,12.68,32.34,31.56,20.78,42.33,32.76,21.58,42.98,31.88,16.85,46.76,53.86,0.48,''
18-01-2018 16:00,PT15M,Onshore,Flanders,Dso,312.72,303.37,136.77,477.96,458.89,275.89,639.05,472.93,289.86,652.89,527.26,258.03,791.49,990.66,0.32,''
18-01-2018 16:00,PT15M,Onshore,Wallonia,Elia,38.95,34.69,13.09,56.29,62.63,31.8,87.61,67,36.2,93.66,69.83,36.26,99.17,104.5,0.37,''
18-01-2018 16:00,PT15M,Onshore,Wallonia,Dso,229.3,226.54,105.01,351.6,355.2,222.43,481.89,366.56,234.3,493.37,379.34,216.01,523.1,595.7,0.38,''
18-01-2018 15:45,PT15M,Onshore,Flanders,Dso,299.5,440.74,266.31,614.68,481.21,295.16,664.12,495.91,309.87,678.57,531.27,262.88,795.04,990.66,0.3,''
18-01-2018 15:45,PT15M,Offshore,Federal,Elia,766.58,789.81,683,872.41,772.29,619.53,876.22,772.5,623.51,876.98,437.58,320.31,558.69,877.2,0.87,''
18-01-2018 15:45,PT15M,Onshore,Flanders,Elia,25.14,30.16,20.34,39.98,32.71,21.92,43.3,33.81,22.74,43.85,32.02,17,46.87,53.86,0.47,''
18-01-2018 15:45,PT15M,Onshore,Wallonia,Dso,228.27,308.91,188.03,428.15,366.5,233.91,491.96,376.49,244.44,502.13,382.07,220.24,524.38,595.7,0.38,''
18-01-2018 15:45,PT15M,Onshore,Wallonia,Elia,39.08,58.45,36.09,80.8,64.86,33.41,89.71,68.81,37.42,95.23,70.24,36.99,99.32,104.5,0.37,''
18-01-2018 15:30,PT15M,Onshore,Wallonia,Dso,263.63,319.26,197.48,438.42,378.92,246.95,502.23,387.16,255.8,510.54,384.76,224.39,525.47,595.7,0.44,''
18-01-2018 15:30,PT15M,Onshore,Flanders,Dso,348.4,460.11,287.67,631.52,506.21,319.03,689.86,521.12,334.11,704.5,535.19,267.69,798.1,990.66,0.35,''
18-01-2018 15:30,PT15M,Onshore,Flanders,Elia,25.46,30.93,21.19,40.68,33.88,23.04,44.17,34.78,23.82,44.54,32.2,17.18,47.02,53.86,0.47,''
18-01-2018 15:30,PT15M,Onshore,Wallonia,Elia,39.35,60.04,37.01,83.06,67.48,35.66,92.87,70.85,39.12,97.1,70.68,37.74,99.47,104.5,0.38,''
18-01-2018 15:30,PT15M,Offshore,Federal,Elia,720.62,795.83,693.92,873.54,775.33,627.14,876.45,775.38,630.21,876.69,438.56,321.49,559.98,877.2,0.82,''
18-01-2018 15:15,PT15M,Onshore,Flanders,Elia,26.9,31.7,22.03,41.38,35.05,24.16,45.04,35.74,24.9,45.22,32.37,17.36,47.16,53.86,0.5,''
18-01-2018 15:15,PT15M,Offshore,Federal,Elia,693.57,801.85,704.84,874.66,778.37,634.75,876.68,778.26,636.91,876.39,439.54,322.67,561.26,877.2,0.79,''
18-01-2018 15:15,PT15M,Onshore,Flanders,Dso,377.18,479.47,309.04,648.36,531.21,342.9,715.6,546.33,358.34,730.42,539.12,272.5,801.15,990.66,0.38,''
18-01-2018 15:15,PT15M,Onshore,Wallonia,Elia,39.46,61.63,37.93,85.32,70.11,37.9,96.03,72.88,40.81,98.97,71.11,38.49,99.62,104.5,0.38,''
18-01-2018 15:15,PT15M,Onshore,Wallonia,Dso,282.32,329.6,206.94,448.7,391.34,259.99,512.5,397.81,267.16,518.94,387.46,228.54,526.56,595.7,0.47,''
18-01-2018 15:00,PT15M,Onshore,Wallonia,Elia,51.77,63.22,38.85,87.58,72.73,40.15,99.2,74.92,42.5,100.85,71.55,39.24,99.78,104.5,0.5,''
18-01-2018 15:00,PT15M,Onshore,Wallonia,Dso,303.84,339.94,216.39,458.98,403.76,273.03,522.77,408.48,278.52,527.34,390.16,232.69,527.66,595.7,0.51,''
18-01-2018 15:00,PT15M,Onshore,Flanders,Elia,29.74,32.48,22.88,42.08,36.22,25.28,45.91,36.7,25.98,45.9,32.54,17.54,47.31,53.86,0.55,''
18-01-2018 15:00,PT15M,Onshore,Flanders,Dso,427.42,498.83,330.4,665.19,556.2,366.78,741.34,571.55,382.57,756.35,543.04,277.31,804.21,990.66,0.43,''
18-01-2018 15:00,PT15M,Offshore,Federal,Elia,727.66,807.87,715.75,875.79,781.41,642.36,876.91,781.13,643.61,876.1,440.52,323.85,562.54,877.2,0.83,''
